,rt,stimulus,key_press,ListLength,Trial_index,Phase,correct,ExperimentalPhase,Block,word1,word2,save,date,subject_id,trial_type,trial_index,time_elapsed,internal_node_id,response,cue,target,SequenceLength,sequence,letterSeen,queriedPosition,Stimulus_type,TrialType,timeMs,timeMin,score,correct_01,validTrials,validID,W2VWordPairsSim,SimBins
268,2054.70000004768,<h1>dough</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,5.0,CuePresentation,TRUE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,553,1102076,0.0-553.0,,dough,tomato,,,,7.0,,,,,,1.0,True,False,0.4452835583694612,3
269,,,,10.0,5.0,RecallResponse,TRUE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,554,1104793,0.0-554.0,tomato,dough,tomato,,,,7.0,,,,,,1.0,True,False,0.4452835583694612,3
270,8041.0,<h1>binder</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,6.0,CuePresentation,FALSE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,557,1114846,0.0-557.0,,binder,weed,,,,1.0,,,,,,0.0,False,False,0.1938189302596289,1
271,,,,10.0,6.0,RecallResponse,FALSE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,558,1116126,0.0-558.0,0,binder,weed,,,,1.0,,,,,,0.0,False,False,0.1938189302596289,1
272,7525.19999980927,<h1>puddle</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,7.0,CuePresentation,TRUE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,561,1125660,0.0-561.0,,puddle,sand,,,,5.0,,,,,,1.0,True,False,0.6764054315773257,4
273,,,,10.0,7.0,RecallResponse,TRUE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,562,1126844,0.0-562.0,sand,puddle,sand,,,,5.0,,,,,,1.0,True,False,0.6764054315773257,4
274,7420.20000004768,<h1>flower</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,8.0,CuePresentation,FALSE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,565,1136276,0.0-565.0,,flower,orchid,,,,9.0,,,,,,0.0,True,False,1.000000075895696,5
275,,,,10.0,8.0,RecallResponse,FALSE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,566,1137577,0.0-566.0,petal,flower,orchid,,,,9.0,,,,,,0.0,True,False,1.000000075895696,5
276,7162.89999985695,<h1>leash</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,9.0,CuePresentation,FALSE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,569,1146751,0.0-569.0,,leash,drink,,,,2.0,,,,,,0.0,True,False,0.10846355647514298,1
277,,,,10.0,9.0,RecallResponse,FALSE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,570,1147496,0.0-570.0,0,leash,drink,,,,2.0,,,,,,0.0,True,False,0.10846355647514298,1
278,4475.29999995232,<h1>skunk</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,10.0,CuePresentation,FALSE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,573,1153982,0.0-573.0,,skunk,rope,,,,10.0,,,,,,0.0,False,False,0.3233968539221659,2
279,,,,10.0,10.0,RecallResponse,FALSE,True,2.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,574,1154682,0.0-574.0,0,skunk,rope,,,,10.0,,,,,,0.0,False,False,0.3233968539221659,2
281,,,,8.0,1.0,LearningResponse,FALSE,True,3.0,otter,iguana,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,582,1174081,0.0-582.0,igana,otter,iguana,,,,,,,,,,0.0,False,False,0.8665363737116641,5
282,,,,8.0,1.0,LearningResponse,TRUE,True,3.0,otter,iguana,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,585,1178940,0.0-585.0,otter,iguana,otter,,,,,,,,,,1.0,False,False,0.8665363737116641,5
284,,,,8.0,2.0,LearningResponse,TRUE,True,3.0,fudge,rifle,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,590,1189269,0.0-590.0,rifle,fudge,rifle,,,,,,,,,,1.0,False,False,0.025318974476643434,1
285,,,,8.0,2.0,LearningResponse,FALSE,True,3.0,fudge,rifle,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,593,1195040,0.0-593.0,frudge,rifle,fudge,,,,,,,,,,0.0,False,False,0.025318974476643434,1
287,,,,8.0,3.0,LearningResponse,TRUE,True,3.0,throne,donkey,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,598,1205707,0.0-598.0,donkey,throne,donkey,,,,,,,,,,1.0,False,False,0.10856485547573878,1
288,,,,8.0,3.0,LearningResponse,TRUE,True,3.0,throne,donkey,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,601,1211240,0.0-601.0,throne,donkey,throne,,,,,,,,,,1.0,False,False,0.10856485547573878,1
290,,,,8.0,4.0,LearningResponse,TRUE,True,3.0,locket,kimono,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,606,1221649,0.0-606.0,kimono,locket,kimono,,,,,,,,,,1.0,False,False,0.01034292436426615,1
291,,,,8.0,4.0,LearningResponse,TRUE,True,3.0,locket,kimono,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,609,1227578,0.0-609.0,locket,kimono,locket,,,,,,,,,,1.0,False,False,0.01034292436426615,1
293,,,,8.0,5.0,LearningResponse,TRUE,True,3.0,closet,camper,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,614,1238496,0.0-614.0,camper,closet,camper,,,,,,,,,,1.0,False,False,0.3363140723585785,2
294,,,,8.0,5.0,LearningResponse,TRUE,True,3.0,closet,camper,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,617,1244315,0.0-617.0,closet,camper,closet,,,,,,,,,,1.0,False,False,0.3363140723585785,2
296,,,,8.0,6.0,LearningResponse,TRUE,True,3.0,drain,sink,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,622,1254189,0.0-622.0,sink,drain,sink,,,,,,,,,,1.0,False,False,0.6312402837319344,4
297,,,,8.0,6.0,LearningResponse,TRUE,True,3.0,drain,sink,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,625,1259935,0.0-625.0,drain,sink,drain,,,,,,,,,,1.0,False,False,0.6312402837319344,4
299,,,,8.0,7.0,LearningResponse,TRUE,True,3.0,chisel,spool,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,630,1270001,0.0-630.0,spool,chisel,spool,,,,,,,,,,1.0,False,False,0.5619899706633167,3
300,,,,8.0,7.0,LearningResponse,TRUE,True,3.0,chisel,spool,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,633,1275294,0.0-633.0,chisel,spool,chisel,,,,,,,,,,1.0,False,False,0.5619899706633167,3
302,,,,8.0,8.0,LearningResponse,TRUE,True,3.0,moss,boot,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,638,1285298,0.0-638.0,boot,moss,boot,,,,,,,,,,1.0,False,False,0.22308885267781803,2
303,,,,8.0,8.0,LearningResponse,TRUE,True,3.0,moss,boot,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,641,1290048,0.0-641.0,moss,boot,moss,,,,,,,,,,1.0,False,False,0.22308885267781803,2
364,2185.20000004768,<h1>iguana</h1><br><br><br> Please press space as soon as you recall the target.,32.0,8.0,1.0,CuePresentation,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,729,1422574,0.0-729.0,,iguana,otter,,,,8.0,,,,,,1.0,False,False,0.8665363737116641,5
365,,,,8.0,1.0,RecallResponse,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,730,1423818,0.0-730.0,otter,iguana,otter,,,,8.0,,,,,,1.0,False,False,0.8665363737116641,5
366,1943.0,<h1>camper</h1><br><br><br> Please press space as soon as you recall the target.,32.0,8.0,2.0,CuePresentation,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,733,1427777,0.0-733.0,,camper,closet,,,,4.0,,,,,,1.0,True,False,0.3363140723585785,2
367,,,,8.0,2.0,RecallResponse,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,734,1429592,0.0-734.0,closet,camper,closet,,,,4.0,,,,,,1.0,True,False,0.3363140723585785,2
368,1492.59999990463,<h1>fudge</h1><br><br><br> Please press space as soon as you recall the target.,32.0,8.0,3.0,CuePresentation,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,737,1433101,0.0-737.0,,fudge,rifle,,,,7.0,,,,,,1.0,True,False,0.025318974476643434,1
369,,,,8.0,3.0,RecallResponse,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,738,1434484,0.0-738.0,rifle,fudge,rifle,,,,7.0,,,,,,1.0,True,False,0.025318974476643434,1
370,3908.40000009537,<h1>boot</h1><br><br><br> Please press space as soon as you recall the target.,32.0,8.0,4.0,CuePresentation,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,741,1440404,0.0-741.0,,boot,moss,,,,1.0,,,,,,1.0,False,False,0.22308885267781803,2
371,,,,8.0,4.0,RecallResponse,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,742,1442015,0.0-742.0,moss,boot,moss,,,,1.0,,,,,,1.0,False,False,0.22308885267781803,2
372,1814.40000009537,<h1>throne</h1><br><br><br> Please press space as soon as you recall the target.,32.0,8.0,5.0,CuePresentation,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,745,1445841,0.0-745.0,,throne,donkey,,,,6.0,,,,,,1.0,False,False,0.10856485547573878,1
373,,,,8.0,5.0,RecallResponse,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,746,1447237,0.0-746.0,donket,throne,donkey,,,,6.0,,,,,,1.0,False,False,0.10856485547573878,1
374,3346.5,<h1>kimono</h1><br><br><br> Please press space as soon as you recall the target.,32.0,8.0,6.0,CuePresentation,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,749,1452598,0.0-749.0,,kimono,locket,,,,5.0,,,,,,1.0,True,False,0.01034292436426615,1
375,,,,8.0,6.0,RecallResponse,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,750,1453956,0.0-750.0,locket,kimono,locket,,,,5.0,,,,,,1.0,True,False,0.01034292436426615,1
376,1572.80000019073,<h1>drain</h1><br><br><br> Please press space as soon as you recall the target.,32.0,8.0,7.0,CuePresentation,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,753,1457542,0.0-753.0,,drain,sink,,,,3.0,,,,,,1.0,False,False,0.6312402837319344,4
377,,,,8.0,7.0,RecallResponse,TRUE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,754,1458661,0.0-754.0,sink,drain,sink,,,,3.0,,,,,,1.0,False,False,0.6312402837319344,4
378,5564.79999995232,<h1>spool</h1><br><br><br> Please press space as soon as you recall the target.,32.0,8.0,8.0,CuePresentation,FALSE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,757,1466240,0.0-757.0,,spool,chisel,,,,2.0,,,,,,0.0,True,False,0.5619899706633167,3
379,,,,8.0,8.0,RecallResponse,FALSE,True,3.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,758,1467478,0.0-758.0,0,spool,chisel,,,,2.0,,,,,,0.0,True,False,0.5619899706633167,3
381,,,,20.0,1.0,LearningResponse,TRUE,True,4.0,blouse,skirt,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,766,1485202,0.0-766.0,skirt,blouse,skirt,,,,,,,,,,1.0,False,False,0.9999999676780317,5
382,,,,20.0,1.0,LearningResponse,TRUE,True,4.0,blouse,skirt,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,769,1490232,0.0-769.0,blouse,skirt,blouse,,,,,,,,,,1.0,False,False,0.9999999676780317,5
384,,,,20.0,2.0,LearningResponse,TRUE,True,4.0,cannon,garlic,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,774,1500607,0.0-774.0,garlic,cannon,garlic,,,,,,,,,,1.0,False,False,0.11498893411172474,1
385,,,,20.0,2.0,LearningResponse,TRUE,True,4.0,cannon,garlic,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,777,1506038,0.0-777.0,cannon,garlic,cannon,,,,,,,,,,1.0,False,False,0.11498893411172474,1
387,,,,20.0,3.0,LearningResponse,TRUE,True,4.0,pasta,quiche,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,782,1515803,0.0-782.0,quiche,pasta,quiche,,,,,,,,,,1.0,False,False,1.0000000607590505,5
388,,,,20.0,3.0,LearningResponse,TRUE,True,4.0,pasta,quiche,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,785,1520489,0.0-785.0,pasta,quiche,pasta,,,,,,,,,,1.0,False,False,1.0000000607590505,5
390,,,,20.0,4.0,LearningResponse,TRUE,True,4.0,lion,fossil,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,790,1530637,0.0-790.0,fossil,lion,fossil,,,,,,,,,,1.0,False,False,0.19652462362329093,1
391,,,,20.0,4.0,LearningResponse,TRUE,True,4.0,lion,fossil,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,793,1536621,0.0-793.0,lion,fossil,lion,,,,,,,,,,1.0,False,False,0.19652462362329093,1
393,,,,20.0,5.0,LearningResponse,TRUE,True,4.0,bowtie,wolf,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,798,1546435,0.0-798.0,wolf,bowtie,wolf,,,,,,,,,,1.0,False,False,0.20837651533216422,2
394,,,,20.0,5.0,LearningResponse,TRUE,True,4.0,bowtie,wolf,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,801,1554224,0.0-801.0,bowtie,wolf,bowtie,,,,,,,,,,1.0,False,False,0.20837651533216422,2
396,,,,20.0,6.0,LearningResponse,TRUE,True,4.0,cigar,flask,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,806,1564025,0.0-806.0,flask,cigar,flask,,,,,,,,,,1.0,False,False,0.4852363937058211,3
397,,,,20.0,6.0,LearningResponse,TRUE,True,4.0,cigar,flask,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,809,1568897,0.0-809.0,cigar,flask,cigar,,,,,,,,,,1.0,False,False,0.4852363937058211,3
399,,,,20.0,7.0,LearningResponse,TRUE,True,4.0,yarn,alpaca,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,814,1579481,0.0-814.0,alpacha,yarn,alpaca,,,,,,,,,,1.0,False,False,0.7300086564131052,4
400,,,,20.0,7.0,LearningResponse,TRUE,True,4.0,yarn,alpaca,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,817,1584293,0.0-817.0,yarn,alpaca,yarn,,,,,,,,,,1.0,False,False,0.7300086564131052,4
402,,,,20.0,8.0,LearningResponse,TRUE,True,4.0,crutch,camel,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,822,1595873,0.0-822.0,camel,crutch,camel,,,,,,,,,,1.0,False,False,0.3668535624086244,2
403,,,,20.0,8.0,LearningResponse,TRUE,True,4.0,crutch,camel,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,825,1601668,0.0-825.0,crunch,camel,crutch,,,,,,,,,,1.0,False,False,0.3668535624086244,2
405,,,,20.0,9.0,LearningResponse,TRUE,True,4.0,badger,acorn,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,830,1611392,0.0-830.0,acorn,badger,acorn,,,,,,,,,,1.0,False,False,0.16868010847348935,1
406,,,,20.0,9.0,LearningResponse,TRUE,True,4.0,badger,acorn,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,833,1616105,0.0-833.0,badger,acorn,badger,,,,,,,,,,1.0,False,False,0.16868010847348935,1
408,,,,20.0,10.0,LearningResponse,TRUE,True,4.0,raft,shorts,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,838,1625639,0.0-838.0,shorts,raft,shorts,,,,,,,,,,1.0,False,False,0.213414433174442,2
409,,,,20.0,10.0,LearningResponse,FALSE,True,4.0,raft,shorts,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,841,1632689,0.0-841.0,fraft,shorts,raft,,,,,,,,,,0.0,False,False,0.213414433174442,2
411,,,,20.0,11.0,LearningResponse,TRUE,True,4.0,horse,pony,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,846,1643351,0.0-846.0,pony,horse,pony,,,,,,,,,,1.0,False,False,0.6533058200079189,4
412,,,,20.0,11.0,LearningResponse,TRUE,True,4.0,horse,pony,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,849,1648203,0.0-849.0,horse,pony,horse,,,,,,,,,,1.0,False,False,0.6533058200079189,4
414,,,,20.0,12.0,LearningResponse,TRUE,True,4.0,powder,floss,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,854,1657834,0.0-854.0,floss,powder,floss,,,,,,,,,,1.0,False,False,0.48735431534363993,3
415,,,,20.0,12.0,LearningResponse,TRUE,True,4.0,powder,floss,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,857,1663243,0.0-857.0,powder,floss,powder,,,,,,,,,,1.0,False,False,0.48735431534363993,3
417,,,,20.0,13.0,LearningResponse,TRUE,True,4.0,stove,teepee,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,862,1674357,0.0-862.0,teepee,stove,teepee,,,,,,,,,,1.0,False,False,0.4416846695982647,3
418,,,,20.0,13.0,LearningResponse,TRUE,True,4.0,stove,teepee,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,865,1678851,0.0-865.0,stove,teepee,stove,,,,,,,,,,1.0,False,False,0.4416846695982647,3
420,,,,20.0,14.0,LearningResponse,TRUE,True,4.0,helmet,visor,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,870,1690072,0.0-870.0,visor,helmet,visor,,,,,,,,,,1.0,False,False,1.0000000639650986,5
421,,,,20.0,14.0,LearningResponse,TRUE,True,4.0,helmet,visor,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,873,1697378,0.0-873.0,helmet,visor,helmet,,,,,,,,,,1.0,False,False,1.0000000639650986,5
423,,,,20.0,15.0,LearningResponse,TRUE,True,4.0,crank,pulley,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,878,1709023,0.0-878.0,pulley,crank,pulley,,,,,,,,,,1.0,False,False,0.999999982961594,5
424,,,,20.0,15.0,LearningResponse,TRUE,True,4.0,crank,pulley,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,881,1714505,0.0-881.0,crank,pulley,crank,,,,,,,,,,1.0,False,False,0.999999982961594,5
426,,,,20.0,16.0,LearningResponse,TRUE,True,4.0,blower,faucet,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,886,1726853,0.0-886.0,faucet,blower,faucet,,,,,,,,,,1.0,False,False,0.127666791564387,1
427,,,,20.0,16.0,LearningResponse,TRUE,True,4.0,blower,faucet,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,889,1732763,0.0-889.0,blower,faucet,blower,,,,,,,,,,1.0,False,False,0.127666791564387,1
429,,,,20.0,17.0,LearningResponse,TRUE,True,4.0,slime,possum,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,894,1743488,0.0-894.0,possum,slime,possum,,,,,,,,,,1.0,False,False,0.299240600347622,2
430,,,,20.0,17.0,LearningResponse,TRUE,True,4.0,slime,possum,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,897,1748912,0.0-897.0,slime,possum,slime,,,,,,,,,,1.0,False,False,0.299240600347622,2
432,,,,20.0,18.0,LearningResponse,TRUE,True,4.0,flag,banner,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,902,1759372,0.0-902.0,banner,flag,banner,,,,,,,,,,1.0,False,False,0.6166730372903241,4
433,,,,20.0,18.0,LearningResponse,TRUE,True,4.0,flag,banner,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,905,1764747,0.0-905.0,flag,banner,flag,,,,,,,,,,1.0,False,False,0.6166730372903241,4
435,,,,20.0,19.0,LearningResponse,TRUE,True,4.0,snake,koala,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,910,1775471,0.0-910.0,koala,snake,koala,,,,,,,,,,1.0,False,False,0.674045570966141,4
436,,,,20.0,19.0,LearningResponse,TRUE,True,4.0,snake,koala,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,913,1782405,0.0-913.0,snake,koala,snake,,,,,,,,,,1.0,False,False,0.674045570966141,4
438,,,,20.0,20.0,LearningResponse,TRUE,True,4.0,bonsai,tulip,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,918,1793964,0.0-918.0,tulip,bonsai,tulip,,,,,,,,,,1.0,False,False,0.5495629722138741,3
439,,,,20.0,20.0,LearningResponse,TRUE,True,4.0,bonsai,tulip,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,921,1799533,0.0-921.0,bonsai,tulip,bonsai,,,,,,,,,,1.0,False,False,0.5495629722138741,3
500,10944.6999998093,<h1>raft</h1><br><br><br> Please press space as soon as you recall the target.,32.0,20.0,1.0,CuePresentation,FALSE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,1009,1933390,0.0-1009.0,,raft,shorts,,,,11.0,,,,,,0.0,False,False,0.213414433174442,2
501,,,,20.0,1.0,RecallResponse,FALSE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,1010,1935504,0.0-1010.0,spool,raft,shorts,,,,11.0,,,,,,0.0,False,False,0.213414433174442,2
502,3061.79999995232,<h1>quiche</h1><br><br><br> Please press space as soon as you recall the target.,32.0,20.0,2.0,CuePresentation,TRUE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,1013,1940578,0.0-1013.0,,quiche,pasta,,,,18.0,,,,,,1.0,False,False,1.0000000607590505,5
503,,,,20.0,2.0,RecallResponse,TRUE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,1014,1941967,0.0-1014.0,pasta,quiche,pasta,,,,18.0,,,,,,1.0,False,False,1.0000000607590505,5
504,15140.2999999523,<h1>slime</h1><br><br><br> Please press space as soon as you recall the target.,32.0,20.0,3.0,CuePresentation,FALSE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,1017,1959121,0.0-1017.0,,slime,possum,,,,4.0,,,,,,0.0,True,False,0.299240600347622,2
505,,,,20.0,3.0,RecallResponse,FALSE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,1018,1960343,0.0-1018.0,0,slime,possum,,,,4.0,,,,,,0.0,True,False,0.299240600347622,2
506,1643.09999990463,<h1>flag</h1><br><br><br> Please press space as soon as you recall the target.,32.0,20.0,4.0,CuePresentation,TRUE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,1021,1964001,0.0-1021.0,,flag,banner,,,,3.0,,,,,,1.0,False,False,0.6166730372903241,4
507,,,,20.0,4.0,RecallResponse,TRUE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,1022,1965060,0.0-1022.0,banner,flag,banner,,,,3.0,,,,,,1.0,False,False,0.6166730372903241,4
508,2286.70000004768,<h1>horse</h1><br><br><br> Please press space as soon as you recall the target.,32.0,20.0,5.0,CuePresentation,TRUE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,1025,1969363,0.0-1025.0,,horse,pony,,,,10.0,,,,,,1.0,False,False,0.6533058200079189,4
509,,,,20.0,5.0,RecallResponse,TRUE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,1026,1970418,0.0-1026.0,pony,horse,pony,,,,10.0,,,,,,1.0,False,False,0.6533058200079189,4
510,4623.59999990463,<h1>bonsai</h1><br><br><br> Please press space as soon as you recall the target.,32.0,20.0,6.0,CuePresentation,FALSE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,1029,1977058,0.0-1029.0,,bonsai,tulip,,,,1.0,,,,,,0.0,False,False,0.5495629722138741,3
511,,,,20.0,6.0,RecallResponse,FALSE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,1030,1978189,0.0-1030.0,petal,bonsai,tulip,,,,1.0,,,,,,0.0,False,False,0.5495629722138741,3
512,5700.29999995232,<h1>floss</h1><br><br><br> Please press space as soon as you recall the target.,32.0,20.0,7.0,CuePresentation,FALSE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,1033,1985906,0.0-1033.0,,floss,powder,,,,9.0,,,,,,0.0,True,False,0.48735431534363993,3
513,,,,20.0,7.0,RecallResponse,FALSE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,typed-response,1034,1986743,0.0-1034.0,0 ,floss,powder,,,,9.0,,,,,,0.0,True,False,0.48735431534363993,3
514,5283.59999990463,<h1>koala</h1><br><br><br> Please press space as soon as you recall the target.,32.0,20.0,8.0,CuePresentation,TRUE,True,4.0,,,True,29_8_2023_11_35_35,0assan0nym4bqrq,html-keyboard-response,1037,1994041,0.0-1037.0,,koala,snake,,,,2.0,,,,,,1.0,True,False,0.674045570966141,4
